net,length_um
_03311_,8.745
_03595_,8.745
_00355_,8.74
_06284_,8.74
_10604_,8.74
_14292_,8.74
u_cpu.mem_rdata_q\[29\],8.74
net365,8.74
net688,8.74
net739,8.74
net855,8.74
net995,8.74
net1150,8.74
net1359,8.74
net1558,8.74
net2635,8.74
net2672,8.74
net2713,8.74
net2804,8.74
net2850,8.74
net2875,8.74
net2918,8.74
net3011,8.74
net3043,8.74
net3144,8.74
net3218,8.74
net3307,8.74
net3418,8.74
net3565,8.74
net4072,8.74
net4313,8.74
net4528,8.74
net4773,8.74
net4836,8.74
uart_rx,8.73
_00444_,8.725
_00592_,8.725
_00648_,8.725
_01887_,8.725
net1375,8.725
net1462,8.725
net1745,8.725
net2522,8.725
net3583,8.725
_05911_,8.72
_09934_,8.72
_11189_,8.72
_11729_,8.72
_13953_,8.72
_13998_,8.72
_14324_,8.72
net1274,8.72
net3028,8.72
net3323,8.72
net3335,8.72
net3441,8.72
net4194,8.72
_01285_,8.7
_03398_,8.7
_04815_,8.7
_07048_,8.7
_08064_,8.7
_08115_,8.7
_08732_,8.7
_09120_,8.7
_09333_,8.7
_13013_,8.7
_13855_,8.7
u_cpu.cpuregs\[7\]\[24\],8.7
u_sram.mem\[13\]\[6\],8.7
u_sram.mem\[14\]\[2\],8.7
u_sram.mem\[40\]\[10\],8.7
u_sram.mem\[61\]\[11\],8.7
net56,8.7
net286,8.7
net352,8.7
net760,8.7
net2094,8.7
net2872,8.7
net3711,8.7
net4340,8.7
_08908_,8.695
net1235,8.695
_11999_,8.69
u_sram.mem\[51\]\[2\],8.69
_07377_,8.68
_14434_,8.68
u_cpu.cpuregs\[31\]\[21\],8.68
u_sram.mem\[16\]\[27\],8.68
u_sram.mem\[46\]\[28\],8.68
u_sram.mem\[8\]\[16\],8.68
net205,8.68
net266,8.68
net277,8.68
net437,8.68
net900,8.68
net2271,8.68
_12086_,8.67
_01261_,8.665
_01283_,8.665
_02240_,8.665
_05301_,8.66
_05992_,8.66
_06236_,8.66
_06549_,8.66
_06550_,8.66
_06594_,8.66
_06614_,8.66
_10553_,8.66
_12966_,8.66
u_cpu.cpuregs\[21\]\[29\],8.66
u_cpu.cpuregs\[29\]\[25\],8.66
u_interconnect.m_axi_awaddr\[11\],8.66
u_sram.mem\[22\]\[19\],8.66
u_sram.mem\[40\]\[28\],8.66
u_sram.mem\[55\]\[13\],8.66
net4596,8.66
_02116_,8.645
_02374_,8.645
_02649_,8.645
net4489,8.645
_00256_,8.64
_00402_,8.64
_00887_,8.64
_06038_,8.64
u_cpu.cpuregs\[22\]\[29\],8.64
u_sram.mem\[32\]\[9\],8.64
u_sram.mem\[35\]\[2\],8.64
_01027_,8.62
_01724_,8.62
_04276_,8.62
_05991_,8.62
_07047_,8.62
_08193_,8.62
_08593_,8.62
_11086_,8.62
_11651_,8.62
_11703_,8.62
_13849_,8.62
u_sram.mem\[56\]\[19\],8.62
u_uart.buf_data\[4\],8.62
net384,8.62
net471,8.62
_00441_,8.615
_02072_,8.605
net79,8.605
net501,8.605
net1180,8.605
_00755_,8.6
_00766_,8.6
_00799_,8.6
_01636_,8.6
_01722_,8.6
_03069_,8.6
_04289_,8.6
_04354_,8.6
_04658_,8.6
_05101_,8.6
_05274_,8.6
_07679_,8.6
_08816_,8.6
_09105_,8.6
_10250_,8.6
_10500_,8.6
_11584_,8.6
u_cpu.cpuregs\[4\]\[23\],8.6
u_sram.mem\[10\]\[5\],8.6
u_sram.mem\[42\]\[6\],8.6
u_sram.mem\[49\]\[28\],8.6
u_sram.mem\[63\]\[5\],8.6
u_uart.u_rx.clk_cnt\[9\],8.6
net12,8.6
net24,8.6
net149,8.6
net402,8.6
net629,8.6
net1064,8.6
net1224,8.6
net1335,8.6
net1364,8.6
net1547,8.6
net1727,8.6
net1899,8.6
net2098,8.6
net2754,8.6
net2787,8.6
net2825,8.6
net2893,8.6
net3365,8.6
net3484,8.6
net3574,8.6
net3932,8.6
net4034,8.6
net4242,8.6
net5024,8.6
_00084_,8.59
_05503_,8.58
_06131_,8.58
_06142_,8.58
_07142_,8.58
_10899_,8.58
_11522_,8.58
_13669_,8.58
u_sram.mem\[38\]\[11\],8.58
net321,8.58
net1191,8.58
net1314,8.58
net1600,8.58
net2767,8.58
net2942,8.58
_09282_,8.57
_02744_,8.565
_01110_,8.56
_01491_,8.56
_01728_,8.56
_03754_,8.56
_04148_,8.56
_04932_,8.56
_05627_,8.56
_05769_,8.56
_05790_,8.56
_05957_,8.56
_06216_,8.56
_08351_,8.56
_08449_,8.56
_08450_,8.56
_08590_,8.56
_08779_,8.56
_09007_,8.56
_13245_,8.56
_13983_,8.56
_14066_,8.56
u_cpu.cpuregs\[15\]\[12\],8.56
u_cpu.cpuregs\[24\]\[0\],8.56
u_cpu.mem_rdata_q\[10\],8.56
u_interconnect.m_axi_awaddr\[20\],8.56
u_sram.mem\[13\]\[12\],8.56
u_sram.mem\[14\]\[12\],8.56
u_sram.mem\[48\]\[1\],8.56
u_sram.mem\[4\]\[3\],8.56
u_sram.mem\[51\]\[12\],8.56
u_sram.mem\[59\]\[9\],8.56
net35,8.56
net648,8.56
net2812,8.56
net3168,8.56
net3475,8.56
net5020,8.56
u_sram.mem\[9\]\[30\],8.55
_02939_,8.54
_03065_,8.54
_04086_,8.54
_07174_,8.54
_07650_,8.54
u_sram.mem\[59\]\[22\],8.54
u_sram.w_data_r\[6\],8.54
net101,8.54
net3768,8.54
net4125,8.54
_06008_,8.535
_00428_,8.525
_00541_,8.525
_01118_,8.525
_02500_,8.525
_02576_,8.525
_02788_,8.525
_03406_,8.525
_03461_,8.525
net519,8.525
net1969,8.525
net2265,8.525
net4469,8.525
net4842,8.525
net5095,8.525
_01747_,8.52
_01829_,8.52
_02997_,8.52
_04923_,8.52
_04968_,8.52
_05063_,8.52
_05567_,8.52
_05986_,8.52
_07363_,8.52
_09842_,8.52
_10043_,8.52
_10828_,8.52
_11210_,8.52
_11979_,8.52
u_sram.mem\[3\]\[17\],8.52
u_sram.mem\[52\]\[9\],8.52
u_uart.u_tx.shift_reg\[3\],8.52
u_uart.w_byte\[2\],8.52
_01721_,8.5
_04384_,8.5
_05561_,8.5
_06798_,8.5
_07892_,8.5
u_sram.mem\[56\]\[14\],8.5
_09953_,8.49
u_sram.mem\[60\]\[22\],8.49
_00875_,8.485
_03636_,8.485
_03958_,8.485
net326,8.485
net342,8.485
net548,8.485
net674,8.485
net1336,8.485
net1357,8.485
net1365,8.485
net1585,8.485
net1606,8.485
net1730,8.485
net1817,8.485
net1918,8.485
net2126,8.485
net2185,8.485
net2213,8.485
net2278,8.485
net2328,8.485
net3883,8.485
_06439_,8.48
_06825_,8.48
_07633_,8.48
_07817_,8.48
_09604_,8.48
_09820_,8.48
_10130_,8.48
_10135_,8.48
_10183_,8.48
_10193_,8.48
_11085_,8.48
_11303_,8.48
_11587_,8.48
_13433_,8.48
_13689_,8.48
_13695_,8.48
net203,8.48
net219,8.48
net228,8.48
net366,8.48
net413,8.48
net1095,8.48
net1698,8.48
net1820,8.48
net2144,8.48
net2252,8.48
net2421,8.48
net2732,8.48
net3022,8.48
net3133,8.48
net4223,8.48
_04014_,8.46
_04134_,8.46
_04225_,8.46
_04972_,8.46
_08161_,8.46
_08219_,8.46
_08257_,8.46
_08567_,8.46
_08730_,8.46
_09608_,8.46
u_cpu.cpu_state\[2\],8.46
u_sram.mem\[16\]\[29\],8.46
u_sram.mem\[26\]\[23\],8.46
u_sram.mem\[44\]\[11\],8.46
u_sram.mem\[61\]\[4\],8.46
net958,8.46
net1072,8.46
net2259,8.46
_10369_,8.45
_03978_,8.445
_00727_,8.44
_02992_,8.44
_04726_,8.44
_06671_,8.44
_06860_,8.44
_08097_,8.44
_08279_,8.44
_08812_,8.44
_09084_,8.44
_09833_,8.44
_09878_,8.44
_10041_,8.44
_10049_,8.44
_10568_,8.44
_11598_,8.44
_12130_,8.44
_13875_,8.44
_14224_,8.44
_14240_,8.44
u_cpu.cpuregs\[19\]\[11\],8.44
u_cpu.cpuregs\[23\]\[5\],8.44
u_cpu.cpuregs\[8\]\[22\],8.44
u_sram.mem\[42\]\[24\],8.44
net3032,8.44
net3886,8.44
net4800,8.44
_01294_,8.435
_04516_,8.42
_04755_,8.42
_04999_,8.42
_06699_,8.42
_06770_,8.42
_08439_,8.42
_10158_,8.42
u_cpu.instr_sw,8.42
u_sram.mem\[44\]\[5\],8.42
u_sram.mem\[4\]\[7\],8.42
u_sram.mem\[51\]\[1\],8.42
_00277_,8.41
_02384_,8.405
_02600_,8.405
_02753_,8.405
_03688_,8.405
net2336,8.405
net4079,8.405
net4611,8.405
_00197_,8.4
_01044_,8.4
_01686_,8.4
_04463_,8.4
_11817_,8.4
_14588_,8.4
u_sram.mem\[40\]\[12\],8.4
_01665_,8.395
_08171_,8.39
_04306_,8.38
_04403_,8.38
_06028_,8.38
_06581_,8.38
_06707_,8.38
_08109_,8.38
_10031_,8.38
_10361_,8.38
_12159_,8.38
net48,8.38
net58,8.38
net367,8.38
net393,8.38
net765,8.38
net827,8.38
net971,8.38
net1147,8.38
net1299,8.38
net1497,8.38
net1860,8.38
net2227,8.38
net2515,8.38
net2646,8.38
net2709,8.38
net2790,8.38
net2842,8.38
net2883,8.38
net3044,8.38
net3139,8.38
net3147,8.38
net3203,8.38
net3208,8.38
net3225,8.38
net3451,8.38
net3513,8.38
net869,8.37
_01172_,8.365
_02502_,8.365
_03970_,8.365
net553,8.365
net843,8.365
net1620,8.365
_00760_,8.36
_01341_,8.36
_05019_,8.36
_05157_,8.36
_05463_,8.36
_05680_,8.36
_06981_,8.36
_07349_,8.36
_08527_,8.36
_08942_,8.36
_09627_,8.36
_11988_,8.36
_13073_,8.36
u_sram.mem\[61\]\[17\],8.36
u_sram.mem\[9\]\[19\],8.36
net655,8.36
net742,8.36
net1015,8.36
net1470,8.36
net1476,8.36
net1566,8.36
net2269,8.36
net2577,8.36
net2858,8.36
net3411,8.36
net4283,8.36
_08500_,8.35
net1177,8.35
_03680_,8.345
_01447_,8.34
_02089_,8.34
_03542_,8.34
_05145_,8.34
_05761_,8.34
_06077_,8.34
_06397_,8.34
_07056_,8.34
_07849_,8.34
_10991_,8.34
_11671_,8.34
_11902_,8.34
_14118_,8.34
u_cpu.cpuregs\[25\]\[21\],8.34
u_sram.mem\[39\]\[10\],8.34
net110,8.34
net151,8.34
net307,8.34
net313,8.34
net350,8.34
net1076,8.34
net1265,8.34
net1487,8.34
net2133,8.34
net3149,8.34
net3313,8.34
net3798,8.34
net3837,8.34
_00181_,8.33
_02170_,8.325
_01321_,8.32
_04274_,8.32
_04394_,8.32
_04537_,8.32
_04772_,8.32
_05514_,8.32
_07143_,8.32
_09017_,8.32
u_cpu.cpuregs\[12\]\[7\],8.32
u_cpu.cpuregs\[22\]\[14\],8.32
u_sram.mem\[29\]\[11\],8.32
net3237,8.32
net4304,8.32
_00637_,8.305
_02381_,8.305
_03490_,8.305
_03745_,8.305
_03981_,8.305
_02679_,8.3
_05240_,8.3
_05654_,8.3
_07840_,8.3
_07864_,8.3
_09435_,8.3
_11425_,8.3
_11965_,8.3
_12973_,8.3
u_sram.mem\[3\]\[29\],8.3
net3794,8.3
_01712_,8.285
_02643_,8.285
_03657_,8.285
net1912,8.285
_07948_,8.28
_07997_,8.28
_10374_,8.28
_11929_,8.28
_13619_,8.28
_13664_,8.28
net633,8.28
net1902,8.28
net2401,8.28
net2527,8.28
net2553,8.28
net3283,8.28
net3706,8.28
net3933,8.28
net4173,8.28
_00595_,8.275
_00868_,8.265
_01954_,8.265
_03347_,8.265
_03557_,8.265
_05707_,8.265
net148,8.265
net461,8.265
net1100,8.265
net1103,8.265
net1765,8.265
net2073,8.265
net2167,8.265
net4132,8.265
net4318,8.265
_05011_,8.26
_11373_,8.26
_11436_,8.26
_12100_,8.26
net397,8.26
net1090,8.26
net1267,8.26
net3303,8.26
net4936,8.26
net4999,8.26
_04390_,8.24
_09609_,8.24
_11267_,8.24
_11368_,8.24
u_cpu.cpuregs\[0\]\[27\],8.24
u_cpu.cpuregs\[21\]\[27\],8.24
u_sram.mem\[19\]\[9\],8.24
u_sram.mem\[45\]\[27\],8.24
u_sram.mem\[61\]\[23\],8.24
net318,8.24
net356,8.24
net705,8.24
net1893,8.24
net2343,8.24
net2853,8.24
net4290,8.24
net4967,8.24
u_sram.mem\[1\]\[25\],8.23
_01123_,8.225
_01208_,8.225
_01850_,8.225
_03392_,8.225
_03470_,8.225
net1313,8.225
_06779_,8.22
_07032_,8.22
_11300_,8.22
_13008_,8.22
_13062_,8.22
u_sram.mem\[12\]\[14\],8.22
u_sram.mem\[13\]\[0\],8.22
u_sram.mem\[19\]\[22\],8.22
u_sram.mem\[34\]\[22\],8.22
u_sram.mem\[44\]\[19\],8.22
u_sram.mem\[55\]\[26\],8.22
net3052,8.22
net3866,8.22
_01668_,8.205
_02222_,8.205
_02676_,8.205
_00201_,8.2
_00375_,8.2
_04643_,8.2
_06371_,8.2
_08431_,8.2
_09030_,8.2
_10260_,8.2
_11714_,8.2
_11848_,8.2
_14129_,8.2
u_cpu.cpuregs\[18\]\[29\],8.2
u_cpu.cpuregs\[20\]\[20\],8.2
u_sram.mem\[12\]\[5\],8.2
u_sram.mem\[17\]\[6\],8.2
u_sram.mem\[37\]\[19\],8.2
u_sram.mem\[41\]\[28\],8.2
u_sram.mem\[46\]\[9\],8.2
u_sram.mem\[61\]\[30\],8.2
net419,8.2
net1546,8.2
net1636,8.2
net2366,8.2
net4453,8.195
_02616_,8.185
_02782_,8.185
net434,8.185
net4289,8.185
_04589_,8.18
_06766_,8.18
_10572_,8.18
_12028_,8.18
_13644_,8.18
_14251_,8.18
u_sram.mem\[24\]\[21\],8.18
net4259,8.18
_02367_,8.165
_00723_,8.16
_00775_,8.16
_00834_,8.16
_01041_,8.16
_01151_,8.16
_01748_,8.16
_04215_,8.16
_06280_,8.16
_06682_,8.16
_07810_,8.16
_08716_,8.16
_09661_,8.16
_10441_,8.16
_13710_,8.16
_14582_,8.16
net130,8.16
net945,8.16
net1170,8.16
net1802,8.16
net2871,8.16
net5148,8.16
_02174_,8.155
_03410_,8.155
net1925,8.15
_00574_,8.145
_01573_,8.145
net358,8.145
net689,8.145
net703,8.145
net741,8.145
net746,8.145
net852,8.145
net876,8.145
net1211,8.145
net1543,8.145
net2188,8.145
net4028,8.145
net4654,8.145
_00739_,8.14
_00763_,8.14
_00979_,8.14
_01152_,8.14
_02442_,8.14
_03106_,8.14
_04288_,8.14
_04930_,8.14
_05405_,8.14
_05456_,8.14
_07651_,8.14
_08234_,8.14
_08303_,8.14
_08416_,8.14
_09927_,8.14
_10848_,8.14
_10853_,8.14
_12246_,8.14
_13682_,8.14
_14147_,8.14
cpu_mem_addr\[4\],8.14
cpu_mem_wdata\[18\],8.14
u_cpu.cpuregs\[28\]\[27\],8.14
u_cpu.pcpi_rs1\[27\],8.14
u_cpu.reg_out\[7\],8.14
u_sram.mem\[10\]\[15\],8.14
u_sram.mem\[42\]\[10\],8.14
u_sram.mem\[63\]\[30\],8.14
u_sram.mem\[9\]\[4\],8.14
net85,8.14
net255,8.14
net265,8.14
net387,8.14
net618,8.14
net736,8.14
net782,8.14
net798,8.14
net922,8.14
net1181,8.14
net1560,8.14
net1834,8.14
net2913,8.14
net3031,8.14
net3372,8.14
net4638,8.14
net4813,8.14
_03544_,8.125
net4643,8.125
_00010_,8.12
_01344_,8.12
_04445_,8.12
_04616_,8.12
_04851_,8.12
_06304_,8.12
_06546_,8.12
_07111_,8.12
_07316_,8.12
_08125_,8.12
_08565_,8.12
_08771_,8.12
_08794_,8.12
_08909_,8.12
_09483_,8.12
_10367_,8.12
_11449_,8.12
_12998_,8.12
_13188_,8.12
_13488_,8.12
_13602_,8.12
u_cpu.cpuregs\[1\]\[13\],8.12
u_sram.mem\[41\]\[8\],8.12
net276,8.12
net1204,8.12
net1240,8.12
net2564,8.12
net2995,8.12
net4078,8.12
_09243_,8.115
_02070_,8.105
_02537_,8.105
_00732_,8.1
_01038_,8.1
_01737_,8.1
_01815_,8.1
_01991_,8.1
_03008_,8.1
_03095_,8.1
_03842_,8.1
_05674_,8.1
_05734_,8.1
_05867_,8.1
_06372_,8.1
_06810_,8.1
_07046_,8.1
_08387_,8.1
_08524_,8.1
_08940_,8.1
_09515_,8.1
_10321_,8.1
_10635_,8.1
_11133_,8.1
_11893_,8.1
_12891_,8.1
_13137_,8.1
_13665_,8.1
_13911_,8.1
_14356_,8.1
_14385_,8.1
cpu_mem_rdata\[3\],8.1
cpu_mem_ready,8.1
u_cpu.count_cycle\[18\],8.1
u_cpu.cpuregs\[0\]\[31\],8.1
u_cpu.cpuregs\[21\]\[11\],8.1
u_cpu.cpuregs\[27\]\[15\],8.1
u_cpu.cpuregs\[3\]\[2\],8.1
u_cpu.reg_out\[17\],8.1
u_cpu.reg_out\[2\],8.1
u_cpu.reg_out\[5\],8.1
u_interconnect.m_axi_wdata\[16\],8.1
u_sram.mem\[36\]\[24\],8.1
u_sram.mem\[45\]\[0\],8.1
u_sram.mem\[6\]\[25\],8.1
net162,8.1
net190,8.1
net1382,8.1
net2402,8.1
net3585,8.1
net3595,8.1
_02485_,8.095
_00978_,8.08
_01108_,8.08
_02942_,8.08
_03035_,8.08
_04494_,8.08
_06134_,8.08
_11216_,8.08
u_sram.mem\[28\]\[5\],8.08
u_sram.mem\[36\]\[28\],8.08
u_sram.mem\[61\]\[19\],8.08
_00629_,8.065
_01129_,8.065
_01365_,8.065
_01565_,8.065
net487,8.065
net1637,8.065
net1685,8.065
net4731,8.065
_02916_,8.06
_03609_,8.06
_04095_,8.06
_04284_,8.06
_04740_,8.06
_05789_,8.06
_07666_,8.06
_09363_,8.06
_09534_,8.06
_09706_,8.06
_10161_,8.06
_10796_,8.06
_13600_,8.06
_14082_,8.06
u_cpu.cpuregs\[7\]\[22\],8.06
u_sram.mem\[22\]\[9\],8.06
u_sram.mem\[2\]\[24\],8.06
u_sram.mem\[53\]\[14\],8.06
net234,8.06
net2835,8.06
net3102,8.06
_00833_,8.04
_05385_,8.04
_09149_,8.04
_09228_,8.04
_10218_,8.04
_10269_,8.04
_10836_,8.04
_13176_,8.04
_13353_,8.04
_14271_,8.04
net504,8.04
net750,8.04
_01993_,8.025
_02207_,8.025
_03198_,8.025
net972,8.025
net1062,8.025
net2241,8.025
net4262,8.025
_05152_,8.02
_05974_,8.02
_06452_,8.02
_06500_,8.02
_06533_,8.02
_06818_,8.02
_07043_,8.02
_07924_,8.02
_07987_,8.02
_08645_,8.02
_08824_,8.02
_09233_,8.02
_09652_,8.02
_09680_,8.02
_09684_,8.02
_10167_,8.02
_10225_,8.02
_10273_,8.02
_10428_,8.02
_10639_,8.02
_10919_,8.02
_10999_,8.02
_11518_,8.02
_14409_,8.02
u_cpu.cpuregs\[21\]\[14\],8.02
u_cpu.instr_lbu,8.02
u_cpu.reg_out\[30\],8.02
u_sram.mem\[24\]\[6\],8.02
u_sram.mem\[39\]\[12\],8.02
u_sram.mem\[49\]\[21\],8.02
u_sram.w_pend,8.02
net59,8.02
net213,8.02
net347,8.02
net417,8.02
net598,8.02
net1223,8.02
net1997,8.02
net2529,8.02
net2688,8.02
net2775,8.02
net3007,8.02
net3248,8.02
net3367,8.02
net3394,8.02
net3450,8.02
net3514,8.02
net3548,8.02
net4263,8.02
net4713,8.02
_03783_,8.005
_00293_,8
_01186_,8
_05098_,8
_05504_,8
_06258_,8
_08377_,8
_08837_,8
_08980_,8
_09029_,8
_09720_,8
_12136_,8
_13066_,8
u_cpu.cpuregs\[30\]\[31\],8
u_sram.mem\[16\]\[12\],8
u_sram.mem\[43\]\[24\],8
u_sram.mem\[49\]\[20\],8
net3004,8
net3010,8
net1500,7.995
u_sram.mem\[2\]\[17\],7.985
_04415_,7.98
_04511_,7.98
_05580_,7.98
_06301_,7.98
_06729_,7.98
_06765_,7.98
_06925_,7.98
_08538_,7.98
_09056_,7.98
_09103_,7.98
_09277_,7.98
_09284_,7.98
_09980_,7.98
_09998_,7.98
_10217_,7.98
_10283_,7.98
_10552_,7.98
_12001_,7.98
_12219_,7.98
_13555_,7.98
_13946_,7.98
_14531_,7.98
_14561_,7.98
u_cpu.cpuregs\[21\]\[26\],7.98
u_cpu.cpuregs\[30\]\[16\],7.98
u_cpu.instr_sub,7.98
u_sram.mem\[24\]\[9\],7.98
u_sram.mem\[25\]\[11\],7.98
u_sram.mem\[43\]\[1\],7.98
u_sram.mem\[57\]\[1\],7.98
u_sram.mem\[60\]\[30\],7.98
u_sram.mem\[8\]\[17\],7.98
net197,7.98
net634,7.98
net1407,7.98
net1523,7.98
net1694,7.98
net3247,7.98
net3540,7.98
net4761,7.98
net5134,7.98
net5159,7.98
_03549_,7.965
_08466_,7.96
_10373_,7.96
u_sram.mem\[12\]\[0\],7.96
u_sram.mem\[18\]\[6\],7.96
u_sram.mem\[48\]\[12\],7.96
u_sram.mem\[4\]\[30\],7.96
net2312,7.96
_00160_,7.95
_02281_,7.945
_02900_,7.945
_03765_,7.945
net49,7.945
net865,7.945
_00123_,7.94
_02987_,7.94
_04568_,7.94
_05261_,7.94
_07493_,7.94
_08407_,7.94
_08443_,7.94
_09305_,7.94
_10263_,7.94
_13101_,7.94
_14333_,7.94
_14335_,7.94
_14547_,7.94
u_sram.mem\[53\]\[20\],7.94
_10913_,7.93
_03057_,7.92
_03496_,7.92
_05050_,7.92
_09815_,7.92
_10089_,7.92
_10287_,7.92
_12203_,7.92
_12920_,7.92
_13366_,7.92
u_sram.mem\[2\]\[27\],7.92
net141,7.92
net305,7.92
net456,7.92
net549,7.92
net595,7.92
net767,7.92
net1495,7.92
net2105,7.92
net2106,7.92
net2187,7.92
net2367,7.92
net2477,7.92
net2497,7.92
net2636,7.92
net2702,7.92
net2729,7.92
net2971,7.92
net3155,7.92
net3373,7.92
net3435,7.92
net3445,7.92
net3723,7.92
net3947,7.92
net4741,7.92
_00235_,7.91
_04615_,7.9
_05425_,7.9
_06373_,7.9
_06800_,7.9
_06826_,7.9
_08110_,7.9
_09709_,7.9
_11218_,7.9
_11289_,7.9
_12247_,7.9
_13114_,7.9
u_cpu.cpuregs\[26\]\[20\],7.9
u_sram.mem\[34\]\[7\],7.9
u_sram.mem\[40\]\[18\],7.9
net170,7.9
net806,7.9
net1107,7.9
net1243,7.9
net1514,7.9
net3385,7.9
net3718,7.9
u_sram.mem\[9\]\[17\],7.89
_01329_,7.885
_02550_,7.88
_05124_,7.88
_05981_,7.88
_06712_,7.88
_07975_,7.88
_08525_,7.88
_09974_,7.88
_10100_,7.88
u_sram.mem\[30\]\[14\],7.88
u_sram.mem\[34\]\[19\],7.88
u_sram.mem\[35\]\[5\],7.88
u_sram.mem\[38\]\[25\],7.88
u_sram.mem\[50\]\[29\],7.88
net69,7.88
net283,7.88
net1048,7.88
net1276,7.88
net2425,7.88
net3074,7.88
net3223,7.88
net3386,7.88
net3588,7.88
net3719,7.88
_01880_,7.865
_01037_,7.86
_08454_,7.86
_09789_,7.86
_10567_,7.86
_12072_,7.86
u_sram.mem\[35\]\[24\],7.86
u_sram.mem\[57\]\[4\],7.86
u_sram.mem\[7\]\[9\],7.86
net3772,7.86
net4392,7.86
_01255_,7.845
_01270_,7.845
_01856_,7.845
_01982_,7.845
_02176_,7.845
_02181_,7.845
_02833_,7.845
_03320_,7.845
_03337_,7.845
_04006_,7.845
_08888_,7.845
net569,7.845
net584,7.845
net1599,7.845
net1807,7.845
net3286,7.845
net4673,7.845
_09696_,7.84
_10503_,7.84
_12147_,7.84
_13543_,7.84
_13612_,7.84
_04624_,7.835
_00631_,7.825
_10784_,7.82
_13816_,7.82
net574,7.82
net664,7.82
net726,7.82
net728,7.82
net1307,7.82
net1640,7.82
net1713,7.82
net2120,7.82
net2828,7.82
net3379,7.82
net5038,7.82
net5059,7.82
_00016_,7.805
_00520_,7.805
_00628_,7.805
_01444_,7.805
_01949_,7.805
_03994_,7.805
net181,7.805
net246,7.805
net411,7.805
net439,7.805
net478,7.805
net607,7.805
net777,7.805
net789,7.805
net833,7.805
net1306,7.805
net1395,7.805
net1404,7.805
net1502,7.805
net1933,7.805
net1938,7.805
net2006,7.805
net2283,7.805
net2500,7.805
net5166,7.805
_00638_,7.8
_00917_,7.8
_03102_,7.8
_07365_,7.8
_08666_,7.8
_09902_,7.8
_10721_,7.8
_10768_,7.8
_11058_,7.8
net158,7.8
net1167,7.8
net1250,7.8
net3067,7.8
net3486,7.8
net3554,7.8
_00405_,7.79
_00107_,7.78
_06078_,7.78
_06133_,7.78
_06516_,7.78
_08800_,7.78
_09172_,7.78
_11209_,7.78
_11358_,7.78
_14264_,7.78
u_cpu.cpuregs\[3\]\[25\],7.78
u_sram.mem\[18\]\[24\],7.78
u_sram.mem\[34\]\[1\],7.78
u_sram.mem\[46\]\[12\],7.78
net950,7.78
net982,7.78
net2255,7.78
net3428,7.78
net3433,7.78
net3467,7.78
_06125_,7.775
net980,7.775
_09108_,7.77
_00425_,7.765
_00508_,7.765
_00910_,7.765
_02184_,7.765
_02533_,7.765
_03353_,7.765
_03666_,7.765
_03743_,7.765
_00816_,7.76
_05142_,7.76
_06281_,7.76
_11985_,7.76
u_sram.mem\[14\]\[19\],7.76
u_sram.mem\[36\]\[19\],7.76
u_sram.mem\[50\]\[30\],7.76
net829,7.76
net3732,7.76
net5028,7.76
_03501_,7.745
_03551_,7.745
_00393_,7.74
_06204_,7.74
_06474_,7.74
_07201_,7.74
_07696_,7.74
_08108_,7.74
_08118_,7.74
_08355_,7.74
_08412_,7.74
_11126_,7.74
_11660_,7.74
_13601_,7.74
_14083_,7.74
u_sram.mem\[10\]\[6\],7.74
u_sram.mem\[25\]\[21\],7.74
u_sram.mem\[29\]\[10\],7.74
u_sram.mem\[34\]\[24\],7.74
net53,7.74
net3524,7.74
_03235_,7.725
_03352_,7.725
_03985_,7.725
net564,7.725
net1990,7.725
net3849,7.725
_00249_,7.72
_07006_,7.72
_07334_,7.72
_07978_,7.72
_14340_,7.72
_02161_,7.705
_03000_,7.7
_07112_,7.7
_08733_,7.7
_09984_,7.7
_11263_,7.7
net740,7.7
net1054,7.7
net4820,7.7
u_sram.mem\[16\]\[28\],7.695
_04055_,7.685
net4113,7.685
_01460_,7.68
_01641_,7.68
_02254_,7.68
_02466_,7.68
_04732_,7.68
_05631_,7.68
_06013_,7.68
_06583_,7.68
_06690_,7.68
_07151_,7.68
_07976_,7.68
_08549_,7.68
_08570_,7.68
_09077_,7.68
_09707_,7.68
_10131_,7.68
_10228_,7.68
_10403_,7.68
_12090_,7.68
_13495_,7.68
_13999_,7.68
_14189_,7.68
u_cpu.cpuregs\[1\]\[2\],7.68
u_cpu.cpuregs\[27\]\[18\],7.68
u_cpu.reg_next_pc\[31\],7.68
u_interconnect.m_axi_awaddr\[31\],7.68
u_interconnect.m_axi_wdata\[9\],7.68
u_interconnect.s0_axi_rdata\[17\],7.68
u_sram.mem\[0\]\[28\],7.68
u_sram.mem\[21\]\[3\],7.68
u_sram.mem\[2\]\[2\],7.68
u_sram.mem\[58\]\[5\],7.68
net125,7.68
net247,7.68
net295,7.68
net332,7.68
net390,7.68
net464,7.68
net492,7.68
net786,7.68
net1003,7.68
net1086,7.68
net1330,7.68
net1454,7.68
net1608,7.68
net1890,7.68
net2027,7.68
net2463,7.68
net2958,7.68
net3260,7.68
net3490,7.68
net3655,7.68
net3805,7.68
net3842,7.68
net3920,7.68
net4349,7.68
net4797,7.68
_00872_,7.665
_00199_,7.66
_00745_,7.66
_05525_,7.66
_06514_,7.66
_06838_,7.66
_07158_,7.66
_07375_,7.66
_08076_,7.66
_08521_,7.66
_09271_,7.66
_09298_,7.66
_11452_,7.66
